doctor_id,department,doctor_avg_consult_minutes,day_of_week,hour_of_day,queue_length_ahead,patient_type,wait_time_minutes
DOC3,Orthopedics,20,Monday,12,9,normal,207.76
DOC3,Orthopedics,20,Tuesday,12,1,normal,26.04
DOC2,General Medicine,10,Thursday,16,2,normal,38.76
DOC3,Orthopedics,20,Saturday,15,8,normal,166.37
DOC2,General Medicine,10,Friday,12,6,emergency,3.46
DOC5,Dermatology,8,Friday,17,4,emergency,4.34
DOC5,Dermatology,8,Friday,15,3,emergency,5.73
DOC6,General Medicine,10,Saturday,13,7,normal,46.87
DOC1,Cardiology,15,Monday,12,6,normal,109.56
DOC3,Orthopedics,20,Friday,9,3,normal,111.93
DOC2,General Medicine,10,Monday,9,6,normal,129.58
DOC4,Pediatrics,12,Wednesday,12,5,normal,52.17
DOC1,Cardiology,15,Saturday,14,1,normal,11.24
DOC4,Pediatrics,12,Friday,13,5,normal,61.42
DOC6,General Medicine,10,Thursday,15,2,emergency,4.35
DOC3,Orthopedics,20,Friday,17,6,normal,184.52
DOC3,Orthopedics,20,Monday,12,7,normal,166.36
DOC5,Dermatology,8,Friday,14,2,normal,19.49
DOC2,General Medicine,10,Tuesday,13,3,emergency,8.76
DOC3,Orthopedics,20,Saturday,10,3,normal,79.74
DOC6,General Medicine,10,Monday,11,4,normal,89.88
DOC5,Dermatology,8,Saturday,18,2,normal,19.23
DOC2,General Medicine,10,Saturday,12,5,normal,30.92
DOC1,Cardiology,15,Wednesday,13,3,normal,43.83
DOC5,Dermatology,8,Thursday,19,4,normal,38.49
DOC4,Pediatrics,12,Tuesday,12,5,normal,52.7
DOC3,Orthopedics,20,Sunday,15,2,normal,52.98
DOC1,Cardiology,15,Wednesday,16,9,normal,198.22
DOC3,Orthopedics,20,Friday,17,1,normal,49.63
DOC1,Cardiology,15,Friday,13,8,normal,107.15
DOC2,General Medicine,10,Sunday,18,2,normal,28.15
DOC2,General Medicine,10,Friday,18,2,normal,36.85
DOC3,Orthopedics,20,Saturday,10,4,normal,101.33
DOC2,General Medicine,10,Saturday,16,4,emergency,2.75
DOC3,Orthopedics,20,Friday,19,8,normal,159.55
DOC4,Pediatrics,12,Sunday,11,3,normal,47.46
DOC2,General Medicine,10,Wednesday,15,3,normal,55.64
DOC6,General Medicine,10,Sunday,17,4,normal,45.13
DOC5,Dermatology,8,Thursday,10,3,normal,43.13
DOC3,Orthopedics,20,Friday,19,6,normal,124.08
DOC1,Cardiology,15,Thursday,17,4,normal,97.99
DOC6,General Medicine,10,Wednesday,19,8,normal,83.59
DOC6,General Medicine,10,Thursday,13,5,normal,48.49
DOC3,Orthopedics,20,Friday,12,5,normal,96.17
DOC4,Pediatrics,12,Friday,13,7,normal,76.17
DOC4,Pediatrics,12,Wednesday,12,5,emergency,3.94
DOC2,General Medicine,10,Saturday,9,4,normal,52.09
DOC6,General Medicine,10,Monday,10,5,normal,106.43
DOC2,General Medicine,10,Sunday,11,5,normal,60.16
DOC5,Dermatology,8,Wednesday,15,7,normal,83.77
DOC6,General Medicine,10,Thursday,14,7,normal,63.91
DOC4,Pediatrics,12,Wednesday,19,2,normal,30.44
DOC3,Orthopedics,20,Sunday,16,1,normal,33.62
DOC2,General Medicine,10,Saturday,12,3,normal,18.7
DOC1,Cardiology,15,Thursday,19,6,normal,90.65
DOC4,Pediatrics,12,Friday,19,4,normal,52.31
DOC2,General Medicine,10,Sunday,19,5,normal,38.92
DOC2,General Medicine,10,Monday,16,3,normal,68.7
DOC2,General Medicine,10,Sunday,9,4,normal,48.13
DOC5,Dermatology,8,Sunday,11,5,normal,47.26
DOC2,General Medicine,10,Monday,11,7,normal,148.98
DOC5,Dermatology,8,Friday,9,3,normal,44.23
DOC4,Pediatrics,12,Thursday,15,6,normal,108.0
DOC3,Orthopedics,20,Tuesday,9,4,normal,142.58
DOC4,Pediatrics,12,Monday,17,2,emergency,5.84
DOC1,Cardiology,15,Wednesday,13,2,normal,35.62
DOC6,General Medicine,10,Sunday,11,0,normal,9.86
DOC6,General Medicine,10,Thursday,19,7,normal,67.45
DOC4,Pediatrics,12,Thursday,9,3,normal,68.74
DOC4,Pediatrics,12,Monday,10,3,normal,85.38
DOC5,Dermatology,8,Wednesday,17,1,normal,15.22
DOC1,Cardiology,15,Saturday,13,2,normal,22.91
DOC1,Cardiology,15,Sunday,14,5,normal,51.91
DOC5,Dermatology,8,Wednesday,17,4,normal,53.43
DOC3,Orthopedics,20,Tuesday,12,6,normal,115.85
DOC6,General Medicine,10,Tuesday,16,5,normal,78.14
DOC5,Dermatology,8,Sunday,12,4,normal,13.09
DOC4,Pediatrics,12,Saturday,15,9,normal,110.22
DOC1,Cardiology,15,Friday,15,3,normal,79.06
DOC5,Dermatology,8,Friday,12,3,normal,30.21
DOC1,Cardiology,15,Wednesday,13,4,normal,61.95
DOC4,Pediatrics,12,Wednesday,9,3,normal,62.02
DOC3,Orthopedics,20,Thursday,17,3,emergency,8.5
DOC2,General Medicine,10,Sunday,18,3,normal,32.7
DOC6,General Medicine,10,Tuesday,18,5,normal,77.82
DOC4,Pediatrics,12,Wednesday,10,2,normal,47.37
DOC4,Pediatrics,12,Sunday,18,3,normal,44.97
DOC3,Orthopedics,20,Wednesday,18,4,normal,135.68
DOC6,General Medicine,10,Saturday,15,5,normal,49.88
DOC1,Cardiology,15,Sunday,14,6,normal,56.38
DOC3,Orthopedics,20,Monday,12,3,normal,84.24
DOC4,Pediatrics,12,Saturday,10,6,normal,78.5
DOC6,General Medicine,10,Saturday,13,1,normal,12.08
DOC4,Pediatrics,12,Sunday,15,6,normal,65.58
DOC4,Pediatrics,12,Sunday,10,5,normal,70.13
DOC5,Dermatology,8,Tuesday,13,1,normal,12.7
DOC4,Pediatrics,12,Wednesday,16,4,normal,74.68
DOC3,Orthopedics,20,Friday,9,2,normal,80.39
DOC2,General Medicine,10,Wednesday,16,3,normal,51.75
DOC4,Pediatrics,12,Wednesday,12,2,normal,28.48
DOC3,Orthopedics,20,Wednesday,12,4,normal,76.99
DOC4,Pediatrics,12,Sunday,13,4,normal,32.0
DOC5,Dermatology,8,Wednesday,10,3,normal,45.6
DOC5,Dermatology,8,Saturday,12,5,normal,24.8
DOC3,Orthopedics,20,Monday,19,3,normal,98.36
DOC2,General Medicine,10,Saturday,10,6,emergency,5.08
DOC1,Cardiology,15,Tuesday,17,4,normal,99.29
DOC6,General Medicine,10,Thursday,17,3,emergency,5.44
DOC4,Pediatrics,12,Sunday,12,8,emergency,6.06
DOC2,General Medicine,10,Tuesday,13,4,normal,42.89
DOC5,Dermatology,8,Tuesday,13,5,normal,38.9
DOC6,General Medicine,10,Thursday,10,8,normal,127.55
DOC2,General Medicine,10,Thursday,19,2,normal,33.48
DOC6,General Medicine,10,Wednesday,15,3,normal,46.62
DOC1,Cardiology,15,Saturday,12,3,normal,31.6
DOC6,General Medicine,10,Sunday,19,6,normal,44.2
DOC1,Cardiology,15,Wednesday,13,6,normal,91.12
DOC4,Pediatrics,12,Sunday,13,2,normal,16.05
DOC5,Dermatology,8,Thursday,15,3,normal,45.62
DOC3,Orthopedics,20,Thursday,13,4,normal,79.35
DOC2,General Medicine,10,Saturday,17,3,normal,34.01
DOC2,General Medicine,10,Thursday,10,4,normal,74.04
DOC3,Orthopedics,20,Thursday,11,2,normal,84.42
DOC4,Pediatrics,12,Friday,13,4,normal,49.16
DOC2,General Medicine,10,Sunday,17,1,normal,19.84
DOC5,Dermatology,8,Sunday,16,3,normal,34.76
DOC4,Pediatrics,12,Friday,11,3,normal,69.61
DOC5,Dermatology,8,Monday,10,8,normal,130.75
DOC6,General Medicine,10,Sunday,17,7,normal,75.17
DOC2,General Medicine,10,Sunday,15,4,normal,48.32
DOC5,Dermatology,8,Saturday,13,4,normal,23.05
DOC6,General Medicine,10,Thursday,11,1,normal,31.43
DOC2,General Medicine,10,Friday,17,2,normal,41.57
DOC1,Cardiology,15,Sunday,14,8,normal,76.18
DOC2,General Medicine,10,Thursday,19,3,normal,39.59
DOC4,Pediatrics,12,Sunday,17,3,normal,42.55
DOC5,Dermatology,8,Monday,10,2,emergency,6.18
DOC3,Orthopedics,20,Thursday,11,7,normal,225.63
DOC6,General Medicine,10,Saturday,15,0,normal,5.98
DOC1,Cardiology,15,Wednesday,12,8,normal,111.51
DOC5,Dermatology,8,Tuesday,18,4,normal,45.57
DOC5,Dermatology,8,Friday,19,1,normal,14.71
DOC2,General Medicine,10,Wednesday,14,6,normal,55.33
DOC6,General Medicine,10,Sunday,18,5,normal,54.54
DOC1,Cardiology,15,Sunday,9,2,normal,40.57
DOC4,Pediatrics,12,Saturday,12,4,normal,34.45
DOC2,General Medicine,10,Monday,11,3,emergency,4.28
DOC2,General Medicine,10,Tuesday,11,6,normal,97.34
DOC1,Cardiology,15,Tuesday,19,1,normal,28.92
DOC1,Cardiology,15,Tuesday,19,4,normal,70.03
DOC5,Dermatology,8,Thursday,13,5,normal,34.06
DOC2,General Medicine,10,Sunday,18,4,normal,43.87
DOC2,General Medicine,10,Monday,10,10,emergency,6.34
DOC3,Orthopedics,20,Monday,14,3,normal,79.81
DOC5,Dermatology,8,Sunday,19,6,normal,40.23
DOC3,Orthopedics,20,Friday,11,3,normal,111.64
DOC2,General Medicine,10,Friday,18,5,normal,80.22
DOC5,Dermatology,8,Thursday,11,8,normal,100.52
DOC2,General Medicine,10,Wednesday,15,5,normal,78.82
DOC2,General Medicine,10,Tuesday,17,5,normal,73.98
DOC4,Pediatrics,12,Saturday,13,3,normal,27.2
DOC6,General Medicine,10,Friday,10,6,normal,97.98
DOC3,Orthopedics,20,Friday,12,3,emergency,7.72
DOC1,Cardiology,15,Friday,10,3,normal,81.86
DOC6,General Medicine,10,Saturday,19,5,normal,30.94
DOC1,Cardiology,15,Wednesday,18,2,normal,54.5
DOC5,Dermatology,8,Friday,10,5,normal,66.71
DOC3,Orthopedics,20,Tuesday,15,3,normal,98.33
DOC4,Pediatrics,12,Friday,15,6,normal,111.0
DOC5,Dermatology,8,Saturday,14,1,emergency,2.72
DOC2,General Medicine,10,Thursday,9,1,normal,27.48
DOC6,General Medicine,10,Tuesday,14,4,emergency,8.98
DOC6,General Medicine,10,Friday,17,3,normal,50.16
DOC3,Orthopedics,20,Saturday,18,4,normal,89.84
DOC6,General Medicine,10,Friday,14,6,normal,54.67
DOC5,Dermatology,8,Thursday,14,5,normal,44.61
DOC3,Orthopedics,20,Sunday,9,3,normal,86.05
DOC1,Cardiology,15,Sunday,9,7,normal,116.51
DOC1,Cardiology,15,Friday,12,2,normal,35.43
DOC4,Pediatrics,12,Thursday,11,4,normal,91.94
DOC6,General Medicine,10,Sunday,16,1,normal,15.95
DOC6,General Medicine,10,Friday,17,5,normal,72.59
DOC6,General Medicine,10,Sunday,11,3,normal,36.48
DOC2,General Medicine,10,Thursday,17,6,normal,91.79
DOC4,Pediatrics,12,Monday,9,5,normal,126.81
DOC5,Dermatology,8,Tuesday,13,6,normal,44.68
DOC4,Pediatrics,12,Monday,9,5,normal,132.39
DOC3,Orthopedics,20,Friday,11,1,normal,58.16
DOC3,Orthopedics,20,Wednesday,10,3,normal,113.86
DOC5,Dermatology,8,Saturday,10,2,normal,23.26
DOC6,General Medicine,10,Monday,17,0,normal,17.55
DOC6,General Medicine,10,Friday,13,7,normal,64.35
DOC6,General Medicine,10,Wednesday,9,1,normal,29.94
DOC1,Cardiology,15,Sunday,11,4,normal,73.44
DOC2,General Medicine,10,Wednesday,10,2,normal,39.41
DOC5,Dermatology,8,Saturday,13,3,normal,20.69
DOC4,Pediatrics,12,Sunday,16,6,normal,74.34
DOC1,Cardiology,15,Friday,10,3,normal,83.3
DOC1,Cardiology,15,Tuesday,19,4,normal,65.08
DOC2,General Medicine,10,Wednesday,18,5,normal,80.35
DOC6,General Medicine,10,Wednesday,11,4,normal,74.85
DOC3,Orthopedics,20,Wednesday,9,5,normal,159.93
DOC5,Dermatology,8,Saturday,18,1,normal,14.71
DOC5,Dermatology,8,Friday,12,4,normal,33.38
DOC4,Pediatrics,12,Tuesday,12,5,normal,61.77
DOC5,Dermatology,8,Thursday,16,4,normal,50.93
DOC3,Orthopedics,20,Wednesday,19,3,normal,71.24
DOC1,Cardiology,15,Wednesday,15,3,normal,77.45
DOC3,Orthopedics,20,Saturday,11,6,normal,133.74
DOC2,General Medicine,10,Sunday,11,2,normal,25.8
DOC3,Orthopedics,20,Wednesday,16,4,normal,125.57
DOC6,General Medicine,10,Saturday,12,4,normal,29.33
DOC6,General Medicine,10,Sunday,17,3,normal,41.11
DOC5,Dermatology,8,Tuesday,11,5,normal,65.76
DOC2,General Medicine,10,Saturday,16,3,normal,38.8
DOC6,General Medicine,10,Wednesday,16,5,normal,79.01
DOC1,Cardiology,15,Friday,13,4,normal,62.95
DOC4,Pediatrics,12,Tuesday,10,7,normal,128.42
DOC3,Orthopedics,20,Sunday,10,9,normal,193.94
DOC3,Orthopedics,20,Tuesday,12,4,normal,79.68
DOC3,Orthopedics,20,Monday,15,7,normal,270.53
DOC5,Dermatology,8,Thursday,16,6,normal,73.46
DOC2,General Medicine,10,Friday,17,4,normal,69.32
DOC6,General Medicine,10,Tuesday,16,6,normal,88.09
DOC5,Dermatology,8,Sunday,18,2,normal,18.94
DOC3,Orthopedics,20,Tuesday,14,5,normal,95.09
DOC2,General Medicine,10,Wednesday,17,5,normal,76.66
DOC2,General Medicine,10,Saturday,16,3,normal,32.15
DOC6,General Medicine,10,Thursday,11,6,normal,95.96
DOC2,General Medicine,10,Thursday,15,4,emergency,1.47
DOC3,Orthopedics,20,Tuesday,14,4,normal,82.91
DOC6,General Medicine,10,Wednesday,18,0,normal,11.46
DOC6,General Medicine,10,Friday,12,6,normal,58.05
DOC1,Cardiology,15,Monday,14,4,normal,76.22
DOC5,Dermatology,8,Friday,10,4,normal,54.43
DOC6,General Medicine,10,Sunday,12,4,normal,21.61
DOC3,Orthopedics,20,Wednesday,13,2,normal,44.27
DOC5,Dermatology,8,Wednesday,19,1,normal,16.31
DOC4,Pediatrics,12,Thursday,13,5,normal,56.15
DOC1,Cardiology,15,Thursday,16,8,normal,177.91
DOC3,Orthopedics,20,Wednesday,14,6,normal,109.55
DOC4,Pediatrics,12,Monday,9,6,normal,149.96
DOC3,Orthopedics,20,Thursday,15,4,normal,130.5
DOC1,Cardiology,15,Saturday,10,0,normal,12.54
DOC4,Pediatrics,12,Friday,14,4,normal,44.24
DOC3,Orthopedics,20,Friday,10,5,normal,166.8
DOC6,General Medicine,10,Wednesday,9,1,normal,34.61
DOC4,Pediatrics,12,Saturday,9,4,emergency,1.89
DOC2,General Medicine,10,Sunday,15,3,emergency,6.34
DOC6,General Medicine,10,Thursday,12,6,normal,54.74
DOC6,General Medicine,10,Monday,18,5,normal,100.43
DOC4,Pediatrics,12,Saturday,10,5,emergency,6.41
DOC4,Pediatrics,12,Sunday,17,3,normal,36.61
DOC5,Dermatology,8,Tuesday,11,1,normal,21.2
DOC2,General Medicine,10,Wednesday,10,2,normal,44.47
DOC2,General Medicine,10,Thursday,11,5,normal,84.05
DOC6,General Medicine,10,Monday,16,2,normal,49.67
DOC2,General Medicine,10,Saturday,13,2,normal,15.18
DOC6,General Medicine,10,Thursday,10,6,normal,97.17
DOC6,General Medicine,10,Thursday,13,6,normal,53.31
DOC1,Cardiology,15,Monday,14,3,normal,67.47
DOC2,General Medicine,10,Sunday,18,2,normal,25.54
DOC5,Dermatology,8,Thursday,18,7,normal,86.9
DOC6,General Medicine,10,Wednesday,16,3,normal,52.31
DOC2,General Medicine,10,Thursday,10,3,normal,55.0
DOC3,Orthopedics,20,Saturday,9,1,normal,41.04
DOC3,Orthopedics,20,Wednesday,11,0,normal,25.43
DOC2,General Medicine,10,Thursday,10,2,normal,47.02
DOC1,Cardiology,15,Saturday,18,2,normal,42.39
DOC5,Dermatology,8,Wednesday,17,3,normal,45.43
DOC3,Orthopedics,20,Thursday,15,2,normal,79.16
DOC6,General Medicine,10,Friday,11,4,normal,69.9
DOC1,Cardiology,15,Wednesday,13,4,normal,61.66
DOC6,General Medicine,10,Thursday,16,4,normal,65.73
DOC5,Dermatology,8,Wednesday,14,7,normal,51.05
DOC2,General Medicine,10,Thursday,19,4,normal,46.13
DOC3,Orthopedics,20,Wednesday,17,3,normal,100.98
DOC1,Cardiology,15,Tuesday,12,2,emergency,3.2
DOC1,Cardiology,15,Tuesday,11,2,emergency,6.85
DOC6,General Medicine,10,Friday,17,3,normal,56.51
DOC1,Cardiology,15,Monday,11,3,normal,110.53
DOC1,Cardiology,15,Monday,14,2,normal,46.88
DOC1,Cardiology,15,Thursday,18,3,normal,75.58
DOC2,General Medicine,10,Monday,12,7,normal,80.8
DOC4,Pediatrics,12,Saturday,12,8,normal,61.12
DOC5,Dermatology,8,Friday,15,5,normal,63.41
DOC5,Dermatology,8,Saturday,15,2,normal,18.57
DOC6,General Medicine,10,Tuesday,19,5,normal,60.45
DOC6,General Medicine,10,Monday,15,1,normal,36.66
DOC3,Orthopedics,20,Monday,14,4,normal,107.9
DOC3,Orthopedics,20,Friday,17,4,emergency,3.06
DOC4,Pediatrics,12,Tuesday,12,4,normal,44.87
DOC4,Pediatrics,12,Tuesday,11,1,normal,38.96
DOC1,Cardiology,15,Thursday,16,5,normal,115.83
DOC3,Orthopedics,20,Tuesday,15,4,normal,134.33
DOC3,Orthopedics,20,Friday,10,4,normal,136.92
DOC4,Pediatrics,12,Monday,10,4,normal,110.46
DOC2,General Medicine,10,Thursday,16,3,normal,49.6
DOC3,Orthopedics,20,Friday,18,8,normal,228.88
DOC5,Dermatology,8,Friday,14,8,normal,54.68
DOC1,Cardiology,15,Thursday,12,4,normal,63.08
DOC2,General Medicine,10,Thursday,10,5,normal,83.73
DOC3,Orthopedics,20,Saturday,17,3,normal,72.23
DOC5,Dermatology,8,Thursday,17,3,normal,42.85
DOC5,Dermatology,8,Thursday,17,3,normal,40.58
DOC4,Pediatrics,12,Saturday,18,3,normal,43.31
DOC1,Cardiology,15,Tuesday,17,4,normal,98.18
DOC1,Cardiology,15,Friday,19,3,normal,58.91
DOC3,Orthopedics,20,Thursday,10,7,normal,225.03
DOC4,Pediatrics,12,Monday,11,5,normal,132.09
DOC2,General Medicine,10,Tuesday,14,5,normal,50.44
DOC1,Cardiology,15,Monday,9,2,normal,78.17
DOC1,Cardiology,15,Saturday,18,4,normal,65.75
DOC6,General Medicine,10,Thursday,16,5,normal,83.35
DOC5,Dermatology,8,Saturday,14,5,normal,20.05
DOC5,Dermatology,8,Sunday,18,6,normal,52.08
DOC5,Dermatology,8,Wednesday,11,2,normal,30.01
DOC2,General Medicine,10,Saturday,9,7,emergency,8.35
DOC4,Pediatrics,12,Monday,19,3,normal,54.17
DOC2,General Medicine,10,Monday,13,4,normal,55.5
DOC3,Orthopedics,20,Thursday,14,4,normal,80.9
DOC2,General Medicine,10,Friday,16,6,normal,86.63
DOC1,Cardiology,15,Friday,14,4,normal,62.24
DOC1,Cardiology,15,Friday,17,6,emergency,2.54
DOC4,Pediatrics,12,Sunday,13,2,emergency,5.56
DOC3,Orthopedics,20,Thursday,11,5,normal,166.83
DOC4,Pediatrics,12,Friday,13,5,normal,56.85
DOC3,Orthopedics,20,Friday,14,6,normal,108.61
DOC6,General Medicine,10,Wednesday,12,3,normal,31.29
DOC3,Orthopedics,20,Tuesday,12,1,normal,25.84
DOC4,Pediatrics,12,Tuesday,11,7,normal,137.78
DOC1,Cardiology,15,Wednesday,12,1,normal,27.48
DOC1,Cardiology,15,Saturday,9,1,normal,30.39
DOC5,Dermatology,8,Tuesday,12,5,normal,35.47
DOC6,General Medicine,10,Thursday,12,9,normal,77.74
DOC5,Dermatology,8,Monday,19,6,emergency,6.81
DOC3,Orthopedics,20,Monday,14,3,normal,84.71
DOC2,General Medicine,10,Saturday,16,8,normal,82.95
DOC2,General Medicine,10,Thursday,13,3,normal,29.51
DOC3,Orthopedics,20,Sunday,15,5,normal,115.1
DOC6,General Medicine,10,Sunday,17,0,normal,11.07
DOC3,Orthopedics,20,Saturday,10,4,normal,98.0
DOC1,Cardiology,15,Tuesday,15,4,normal,104.44
DOC3,Orthopedics,20,Friday,17,5,normal,155.34
DOC6,General Medicine,10,Wednesday,13,1,normal,12.02
DOC3,Orthopedics,20,Friday,10,0,emergency,5.86
DOC6,General Medicine,10,Friday,11,4,normal,69.76
DOC3,Orthopedics,20,Monday,11,3,normal,146.18
DOC2,General Medicine,10,Saturday,16,2,normal,26.29
DOC6,General Medicine,10,Sunday,18,6,normal,64.06
DOC3,Orthopedics,20,Saturday,13,5,normal,67.57
DOC4,Pediatrics,12,Tuesday,14,0,normal,10.96
DOC5,Dermatology,8,Monday,10,2,normal,50.17
DOC5,Dermatology,8,Monday,12,2,normal,28.91
DOC2,General Medicine,10,Tuesday,12,4,normal,38.04
DOC2,General Medicine,10,Wednesday,16,3,normal,51.58
DOC6,General Medicine,10,Thursday,14,1,normal,14.28
DOC6,General Medicine,10,Monday,11,6,normal,122.64
DOC4,Pediatrics,12,Saturday,11,3,normal,49.16
DOC2,General Medicine,10,Saturday,13,3,normal,19.94
DOC1,Cardiology,15,Saturday,15,4,normal,68.9
DOC6,General Medicine,10,Friday,11,6,normal,98.35
DOC5,Dermatology,8,Saturday,15,2,normal,22.86
DOC6,General Medicine,10,Sunday,12,4,normal,27.13
DOC4,Pediatrics,12,Thursday,18,3,normal,64.12
DOC5,Dermatology,8,Tuesday,17,3,normal,40.75
DOC4,Pediatrics,12,Friday,19,2,normal,34.33
DOC6,General Medicine,10,Monday,13,3,normal,40.57
DOC4,Pediatrics,12,Friday,17,6,normal,109.74
DOC1,Cardiology,15,Wednesday,14,4,normal,56.69
DOC6,General Medicine,10,Wednesday,10,7,normal,110.43
DOC4,Pediatrics,12,Monday,10,2,normal,67.72
DOC4,Pediatrics,12,Monday,17,2,normal,58.57
DOC1,Cardiology,15,Saturday,13,2,normal,26.03
DOC2,General Medicine,10,Sunday,14,2,normal,15.15
DOC4,Pediatrics,12,Sunday,9,7,normal,94.24
DOC1,Cardiology,15,Sunday,9,7,normal,115.47
DOC5,Dermatology,8,Monday,16,3,normal,51.09
DOC6,General Medicine,10,Friday,10,1,emergency,5.11
DOC4,Pediatrics,12,Sunday,16,3,normal,44.41
DOC4,Pediatrics,12,Wednesday,14,5,normal,58.14
DOC4,Pediatrics,12,Tuesday,11,8,normal,153.93
DOC4,Pediatrics,12,Tuesday,10,4,normal,81.15
DOC3,Orthopedics,20,Sunday,12,1,normal,20.39
DOC3,Orthopedics,20,Monday,14,8,normal,185.69
DOC6,General Medicine,10,Monday,17,0,normal,17.8
DOC4,Pediatrics,12,Saturday,16,4,normal,54.69
DOC2,General Medicine,10,Saturday,10,5,normal,58.99
DOC4,Pediatrics,12,Wednesday,18,6,normal,114.7
DOC4,Pediatrics,12,Thursday,9,4,normal,84.94
DOC6,General Medicine,10,Saturday,17,3,normal,34.05
DOC1,Cardiology,15,Saturday,12,4,normal,43.68
DOC1,Cardiology,15,Saturday,14,3,normal,34.77
DOC4,Pediatrics,12,Friday,16,4,normal,78.74
DOC3,Orthopedics,20,Thursday,13,4,normal,80.44
DOC5,Dermatology,8,Thursday,12,4,normal,24.41
DOC3,Orthopedics,20,Thursday,15,2,emergency,3.43
DOC5,Dermatology,8,Sunday,14,1,normal,4.27
DOC2,General Medicine,10,Wednesday,15,1,normal,23.75
DOC2,General Medicine,10,Sunday,9,3,normal,41.06
DOC3,Orthopedics,20,Tuesday,9,7,normal,223.18
DOC5,Dermatology,8,Friday,13,6,normal,44.71
DOC4,Pediatrics,12,Monday,12,5,normal,73.39
DOC2,General Medicine,10,Saturday,13,5,normal,33.72
DOC2,General Medicine,10,Tuesday,12,0,normal,11.95
DOC3,Orthopedics,20,Tuesday,13,6,normal,109.3
DOC5,Dermatology,8,Thursday,18,4,normal,54.3
DOC6,General Medicine,10,Tuesday,10,7,normal,113.11
DOC4,Pediatrics,12,Saturday,19,4,normal,33.17
DOC1,Cardiology,15,Saturday,11,3,normal,61.46
DOC2,General Medicine,10,Saturday,17,5,normal,59.51
DOC6,General Medicine,10,Thursday,13,8,normal,74.47
DOC3,Orthopedics,20,Wednesday,9,6,normal,197.21
DOC5,Dermatology,8,Friday,18,2,normal,33.9
DOC4,Pediatrics,12,Friday,15,5,normal,94.76
DOC5,Dermatology,8,Sunday,11,2,normal,27.52
DOC1,Cardiology,15,Monday,12,8,normal,139.07
DOC5,Dermatology,8,Wednesday,14,2,normal,16.0
DOC4,Pediatrics,12,Friday,14,4,normal,54.42
DOC1,Cardiology,15,Monday,11,8,normal,248.39
DOC2,General Medicine,10,Sunday,15,10,normal,98.19
DOC3,Orthopedics,20,Thursday,11,4,normal,137.75
DOC1,Cardiology,15,Sunday,16,7,normal,105.28
DOC3,Orthopedics,20,Saturday,18,10,emergency,1.0
DOC1,Cardiology,15,Friday,18,0,normal,29.45
DOC1,Cardiology,15,Sunday,17,3,normal,50.96
DOC6,General Medicine,10,Thursday,17,8,normal,114.97
DOC5,Dermatology,8,Saturday,11,4,normal,38.68
DOC2,General Medicine,10,Monday,17,3,normal,66.6
DOC2,General Medicine,10,Thursday,9,4,normal,75.3
DOC2,General Medicine,10,Wednesday,13,6,emergency,4.24
DOC3,Orthopedics,20,Friday,11,2,normal,86.43
DOC1,Cardiology,15,Saturday,17,3,normal,52.92
DOC2,General Medicine,10,Monday,11,2,normal,49.95
DOC3,Orthopedics,20,Sunday,19,2,normal,34.72
DOC5,Dermatology,8,Thursday,16,9,normal,105.44
DOC5,Dermatology,8,Sunday,17,2,normal,16.76
DOC2,General Medicine,10,Saturday,17,2,normal,26.0
DOC2,General Medicine,10,Tuesday,19,4,normal,44.82
DOC1,Cardiology,15,Tuesday,14,6,normal,84.57
DOC6,General Medicine,10,Thursday,13,4,normal,35.71
DOC3,Orthopedics,20,Wednesday,18,3,normal,104.32
DOC1,Cardiology,15,Tuesday,9,5,normal,125.09
DOC1,Cardiology,15,Wednesday,18,6,normal,138.83
DOC5,Dermatology,8,Wednesday,18,2,normal,26.83
DOC1,Cardiology,15,Wednesday,13,1,normal,26.61
DOC1,Cardiology,15,Saturday,11,6,normal,105.28
DOC1,Cardiology,15,Sunday,10,4,normal,73.39
DOC6,General Medicine,10,Wednesday,14,4,normal,38.07
DOC4,Pediatrics,12,Monday,9,6,normal,154.38
DOC5,Dermatology,8,Thursday,12,4,normal,30.04
DOC5,Dermatology,8,Sunday,10,4,normal,40.17
DOC3,Orthopedics,20,Saturday,18,8,normal,161.85
DOC1,Cardiology,15,Monday,12,8,normal,143.49
DOC2,General Medicine,10,Tuesday,12,0,normal,8.76
DOC3,Orthopedics,20,Wednesday,11,5,normal,169.67
DOC4,Pediatrics,12,Saturday,19,5,normal,45.65
DOC3,Orthopedics,20,Sunday,12,6,normal,79.51
DOC1,Cardiology,15,Thursday,14,4,normal,62.5
DOC5,Dermatology,8,Saturday,13,6,normal,30.9
DOC3,Orthopedics,20,Thursday,17,3,normal,106.28
DOC6,General Medicine,10,Saturday,10,5,normal,54.45
DOC6,General Medicine,10,Sunday,19,3,normal,28.51
DOC4,Pediatrics,12,Wednesday,16,4,normal,77.9
DOC1,Cardiology,15,Wednesday,15,3,normal,67.38
DOC4,Pediatrics,12,Wednesday,11,2,normal,54.74
DOC6,General Medicine,10,Wednesday,14,4,normal,42.61
DOC2,General Medicine,10,Monday,15,7,normal,138.68
DOC3,Orthopedics,20,Wednesday,10,9,normal,276.27
DOC1,Cardiology,15,Monday,16,7,normal,199.29
DOC1,Cardiology,15,Friday,10,6,normal,147.54
DOC1,Cardiology,15,Thursday,9,4,normal,106.55
DOC3,Orthopedics,20,Saturday,18,7,normal,142.61
DOC5,Dermatology,8,Saturday,15,6,normal,52.66
